kof97.zip|KOF 97|拳皇97
f1dreamba.zip|F-1Dream(bootleg-set2)|一级方程式梦语(A版-第2套)
f1gp.zip|F-1GrandPrix|一级方程式大奖赛
f1gp2.zip|F-1GrandPrixPartII|一级方程式大奖赛II
faceoff.zip|FaceOff(Japan2Players)|冰球对峙(日版2人版)
falcon.zip|Falcon(bootlegofPhoenix)(8085ACPU)|猎鹰(火凤凰的A版)(8085ACPU)
falconz.zip|Falcon(bootlegofPhoenix)(Z80CPU)|猎鹰(火凤凰的A版)(Z80CPU)
fantastc.zip|Fantastic(GalagaconversiononGalaxianhardware)|奇幻战机(小蜜蜂硬件的大蜜蜂转换版)
fantasyg.zip|Fantasy(Germany-set1)|幻想冒险(德国版-第1套)
fantasyg2.zip|Fantasy(Germany-set2)|幻想冒险(德国版-第2套)
fantasyj.zip|Fantasy(Japan)|幻想冒险(日版)
fantasyu.zip|Fantasy(US)|幻想冒险(美版)
fantazia.zip|Fantazia(bootleg?)|月球登陆艇(A版?)
fantland.zip|FantasyLand(set1)|梦幻大陆(第1套)
fantlanda.zip|FantasyLand(set2)|梦幻大陆(第2套)
fantzn2.zip|FantasyZoneII-TheTearsofOpa-Opa(MC-8123-317-0|幻想地带II-奥帕奥帕之泪(MC-8123-317-0057)
fantzn2x.zip|FantasyZoneII-TheTearsofOpa-Opa(System16C)|幻想地带II-奥帕奥帕之泪(系统16C)
fantzn2xp.zip|FantasyZoneII-TheTearsofOpa-Opa(System16C-pr|幻想地带II-奥帕奥帕之泪(系统16C-工程版)
fantzn2xps2.zip|FantasyZoneII-TheTearsofOpa-Opa(System16C-PS|幻想地带II-奥帕奥帕之泪(系统16C-PS2数据文件)
fantznta.zip|FantasyZoneTimeAttack(System16B-PS2datafile)|幻想地带限时攻击(系统16B-PS2数据文件)
fantzone.zip|FantasyZone(RevA-unprotected)|幻想地带(修正版A-无保护版)
fantzone1.zip|FantasyZone(unprotected)|幻想地带(无保护版)
fantzonep.zip|FantasyZone(317-5000)|幻想地带(317-5000)
fantzoneta.zip|FantasyZone(TimeAttack-bootleg)|幻想地带(限时攻击-A版)
farmer.zip|FarmersRebellion|农夫叛乱物语
fastlane.zip|FastLane|快车道
fball.zip|FireBall(FMWork)|火球(FMWork)
fbfrenzy.zip|FootballFrenzy(NGM-034)(NGH-034)|疯狂橄榄球(NGM-034)(NGH-034)
fcrash.zip|FinalCrash(bootleg(with2xYM2203+2xMSM5205))|爆裂旋风(A版(含2xYM2203+2xMSM5205))
feversos.zip|FeverSOS(International-ver.98/09/25)|弹铳(国际版-版本98/09/25)
ffantasy.zip|FightingFantasy(Japanrevision3)|激斗幻想(日版修正版3)
ffantasya.zip|FightingFantasy(Japan)|激斗幻想(日版)
ffantasyb.zip|FightingFantasy(Japanrevision?)|激斗幻想(日版修正版?)
ffantasyj.zip|FightingFantasy(Japanrevision2)|激斗幻想(日版修正版2)
fghtbskt.zip|FightingBasketball|战斗篮球
fhawk.zip|FightingHawk(World)|战斗猎鹰(世界版)
fhawkj.zip|FightingHawk(Japan)|战斗猎鹰(日版)
fightfev.zip|FightFever(set1)|狂热格斗(第1套)
fightfeva.zip|FightFever(set2)|狂热格斗(第2套)
fightrol.zip|FightingRoller|战斗轮滑
finalb.zip|FinalBlow(World)|最终打击(世界版)
finalbj.zip|FinalBlow(Japan)|最终打击(日版)
finalbu.zip|FinalBlow(US)|最终打击(美版)
finalizr.zip|Finalizer-SuperTransformation|终极战机-超级变形
finalizrb.zip|Finalizer-SuperTransformation(bootleg)|终极战机-超级变形(A版)
finalttr.zip|FinalTetris|终极俄罗斯方块
finehour.zip|FinestHour(Japan)|决战时刻(日版)
firebatl.zip|FireBattle|星际炮火
firehawk.zip|FireHawk(horizontal)|火鹰(横版)
fireshrk.zip|FireShark|火鲨战机
fireshrka.zip|FireShark(earlier)|火鲨战机(早期版)
fireshrkd.zip|FireShark(Korea-set1-easier)|火鲨战机(韩版-第1套-容易)
fireshrkdh.zip|FireShark(Korea-set2-harder)|火鲨战机(韩版-第2套-困难)
firetrap.zip|FireTrap(US-set1)|烈焰陷阱(美版-第1套)
firetrapa.zip|FireTrap(US-set2)|烈焰陷阱(美版-第2套)
firetrapbl.zip|FireTrap(Japanbootleg)|烈焰陷阱(日版A版)
firetrapj.zip|FireTrap(Japan)|烈焰陷阱(日版)
fitegolf.zip|FightingGolf(World?)|战斗高尔夫(世界版?)
fitegolf2.zip|FightingGolf(US-Ver2)|战斗高尔夫(美版-版本2)
fitegolfu.zip|FightingGolf(US)|战斗高尔夫(美版)
fitter.zip|Fitter|装配工
fitterbl.zip|Fitter(bootlegofRound-Up)|装配工(环绕聚集的A版)
fixeight.zip|FixEight(Europe)|地狱英雄传说(欧版)
fixeighta.zip|FixEight(SoutheastAsia)|地狱英雄传说(东南亚版)
fixeightat.zip|FixEight(SoutheastAsia-Taitolicense)|地狱英雄传说(东南亚版-Taito授权)
fixeighth.zip|FixEight(HongKong)|地狱英雄传说(香港版)
fixeightht.zip|FixEight(HongKong-Taitolicense)|地狱英雄传说(香港版-Taito授权)
fixeightj.zip|FixEight(Japan)|地狱英雄传说(日版)
fixeightjt.zip|FixEight(Japan-Taitolicense)|地狱英雄传说(日版-Taito授权)
fixeightk.zip|FixEight(Korea)|地狱英雄传说(韩版)
fixeightkt.zip|FixEight(Korea-Taitolicense)|地狱英雄传说(韩版-Taito授权)
fixeightt.zip|FixEight(Europe-Taitolicense)|地狱英雄传说(欧版-Taito授权)
fixeighttw.zip|FixEight(Taiwan)|地狱英雄传说(台湾版)
fixeighttwt.zip|FixEight(Taiwan-Taitolicense)|地狱英雄传说(台湾版-Taito授权)
fixeightu.zip|FixEight(USA)|地狱英雄传说(美版)
fixeightut.zip|FixEight(USA-Taitolicense)|地狱英雄传说(美版-Taito授权)
fjbuster.zip|FujiyamaBuster(Japan)|富士山斗士(日版)
flagrall.zip|'96FlagRally|'96旗帜拉力赛
flashgal.zip|Flashgal(set1)|闪电女侠(第1套)
flashgala.zip|Flashgal(set2)|闪电女侠(第2套)
flashgalk.zip|Flashgal(set1-Kyugologo)|闪电女侠(第1套-Kyugo标志)
flicky.zip|Flicky(128kVersion-315-5051)|小鸟妃奇(128k版本-315-5051)
flickya.zip|Flicky(128kVersion-315-5051-largerroms))|小鸟妃奇(128k版本-315-5051-扩容roms)
flickyg.zip|Flicky(128kVersion-System2-315-5051-altgraphics|小鸟妃奇(128k版本-系统2-315-5051-图形替换版)
flickyo.zip|Flicky(64kVersion-315-5051-set1)|小鸟妃奇(64k版本-315-5051-第1套)
flickys1.zip|Flicky(64kVersion-315-5051-set2)|小鸟妃奇(64k版本-315-5051-第2套)
flickys2.zip|Flicky(128kVersion-notencrypted)|小鸟妃奇(128k版本-未加密版)
flickys2g.zip|Flicky(128kVersion-System2-notencrypted-altgra|小鸟妃奇(128k版本-系统2-未加密版-图形替换版)
flipshot.zip|BattleFlipShot|盾牌大战
flipull.zip|Flipull(Japan)|趣味方块(日版)
flkatck.zip|FlakAttack(Japan)|高射炮攻击(日版)
flkatcka.zip|FlakAttack(Japan-PWB450593sub-board)|高射炮攻击(日版-PWB450593子机板)
flower.zip|Flower(US)|宇宙之花(美版)
flowerj.zip|Flower(Japan)|宇宙之花(日版)
flstory.zip|TheFairyLandStory|仙境物语
flstoryj.zip|TheFairyLandStory(Japan)|仙境物语(日版)
flyboy.zip|Fly-Boy|飞天男孩
flyboyb.zip|Fly-Boy(bootleg)|飞天男孩(A版)
flytiger.zip|FlyingTiger(set1)|飞虎队(第1套)
flytigera.zip|FlyingTiger(set2)|飞虎队(第2套)
fncywld.zip|FancyWorld-EarthofCrisis|异想世界-地球的危机
fnkyfish.zip|FunkyFish|疯狂的鱼
fnshark.zip|Flyin'Shark(bootlegofHishouZame)|飞翔鲛(飞翔鲛的A版)
footchmp.zip|FootballChamp(World)|冠军杯足球赛(世界版)
forcebrk.zip|ForceBreak(bootleg)|强行突破(A版)
forgottn.zip|ForgottenWorlds(World-newer)|失落的世界(世界版-较新版)
forgottna.zip|ForgottenWorlds(World)|失落的世界(世界版)
forgottnu.zip|ForgottenWorlds(US-B-Board88621B-2-revC)|失落的世界(美版-B-Board88621B-2-修正版C)
forgottnua.zip|ForgottenWorlds(US-B-Board88618B-2-revA)|失落的世界(美版-B-Board88618B-2-修正版A)
forgottnuaa.zip|ForgottenWorlds(US-B-Board88618B-2-revAA)|失落的世界(美版-B-Board88618B-2-修正版AA)
forgottnuc.zip|ForgottenWorlds(US-B-Board88618B-2-RevC)|失落的世界(美版-B-Board88618B-2-修正版C)
forgottnue.zip|ForgottenWorlds(US-B-Board88618B-2-RevE)|失落的世界(美版-B-Board88618B-2-修正版E)
fpoint.zip|FlashPoint(set2-Japan-FD1094317-0127A)|闪点方块(第2套-日版-FD1094317-0127A)
fpoint1.zip|FlashPoint(set1-Japan-FD1094317-0127A)|闪点方块(第1套-日版-FD1094317-0127A)
fpoint1d.zip|FlashPoint(set1-Japan-FD1094317-0127Adecrypted)|闪点方块(第1套-日版-FD1094317-0127A解密版)
fpointbj.zip|FlashPoint(Japan-bootleg)|闪点方块(日版-A版)
fpointbl.zip|FlashPoint(World-bootleg)|闪点方块(世界版-A版)
fpointd.zip|FlashPoint(set2-Japan-FD1094317-0127Adecrypted)|闪点方块(第2套-日版-FD1094317-0127A解密版)
freeze.zip|Freeze|太空迷宫
friskyt.zip|FriskyTom(set1)|水管工汤姆(第1套)
friskyta.zip|FriskyTom(set2)|水管工汤姆(第2套)
frogf.zip|Frog(Falconbootleg)|青蛙过街(FalconA版)
frogg.zip|Frog(Galaxianhardware)|青蛙过街(小蜜蜂硬件)
frogger.zip|Frogger|青蛙过街
froggermc.zip|Frogger(MoonCrestahardware)|青蛙过街(月球登陆艇硬件)
froggers.zip|Frog|青蛙过街
froggers1.zip|Frogger(Segaset1)|青蛙过街(Sega第1套)
froggers2.zip|Frogger(Segaset2)|青蛙过街(Sega第2套)
froggers3.zip|Frogger(Segaset3)|青蛙过街(Sega第3套)
froggrs.zip|Frogger(Scramblehardware)|青蛙过街(紧急起飞硬件)
froman2b.zip|IdolMahjong-finalromance2(NeoCDConversion)|偶像麻将-许愿树2(NeoCD转换版)
fround.zip|TheFinalRound(ver.M)|拳击决赛(版本M)
froundl.zip|TheFinalRound(ver.L)|拳击决赛(版本L)
fstarfrc.zip|FinalStarForce(US)|终极星际武力(美版)
fstarfrcj.zip|FinalStarForce(Japan)|终极星际武力(日版)
fswords.zip|FightersSwords(KoreanreleaseofSamuraiShodownIII|斗士之剑(侍魂III韩版)
funkybee.zip|FunkyBee|疯狂蜜蜂
funkybeeb.zip|FunkyBee(bootleg-harder)|疯狂蜜蜂(A版-较难)
funkyjet.zip|FunkyJet(World-rev1)|飞拳小子(世界版-修正版1)
funkyjeta.zip|FunkyJet(World)|飞拳小子(世界)
funkyjetj.zip|FunkyJet(Japan-rev2)|飞拳小子(日版-修正版2)
funnymou.zip|FunnyMouse(Japan)|滑稽鼠(日版)
funybubl.zip|FunnyBubble|性感谜球回路
funybublc.zip|FunnyBubble(Comadversion)|性感谜球回路(Comad版本)
fx.zip|F-X|星际任务
fxa.zip|F-X(alternateset)|星际任务(替换版)
gaia.zip|GaiaCrusaders|征战者
gaialast.zip|Gaia-TheLastChoiceofEarth|盖亚-地球的最后选择
gaiden.zip|NinjaGaiden(US)|忍者龙剑传(美版)
galaga.zip|Galaga(Namcorev.B)|大蜜蜂(Namco修正版B)
galaga88.zip|Galaga'88|大蜜蜂'88
galaga88a.zip|Galaga'88(02-03-88)|大蜜蜂'88(02-03-88)
galaga88j.zip|Galaga'88(Japan)|大蜜蜂'88(日版)
galagamf.zip|Galaga(Midwayset1withfastshoothack)|大蜜蜂(Midway第1套快速射击修改版)
galagamk.zip|Galaga(Midwayset2)|大蜜蜂(Midway第2套)
galagamw.zip|Galaga(Midwayset1)|大蜜蜂(Midway第1套)
galagao.zip|Galaga(Namco)|大蜜蜂(Namco)
galap1.zip|SpaceInvadersGalactica(galaxiajhack)|太空侵略者(小蜜蜂修改版)
galap4.zip|GalaxianPart4(hack)|小蜜蜂4(修改版)
galapx.zip|GalaxianPartX(moonalnhack)|小蜜蜂X(月球异型修改版)
galaxbsf.zip|Galaxian(bootleg-set1)|小蜜蜂(A版-第1套)
galaxian.zip|Galaxian(Namcoset1)|小蜜蜂(Namco第1套)
galaxiana.zip|Galaxian(Namcoset2)|小蜜蜂(Namco第2套)
galaxianbl.zip|Galaxian(bootleg-set2)|小蜜蜂(A版-第2套)
galaxiani.zip|Galaxian(Irem)|小蜜蜂(Irem)
galaxianm.zip|Galaxian(Midwayset1)|小蜜蜂(Midway第1套)
galaxianmo.zip|Galaxian(Midwayset2)|小蜜蜂(Midway第2套)
galaxiant.zip|Galaxian(Taito)|小蜜蜂(Taito)
galaxrcgg.zip|GalaxianGrowingGalaxip/GalaxianNaveCreciente(Re|小蜜蜂增长型(RecreativosCovadonga西班牙A版)
galaxrf.zip|Galaxian(RecreativosFrancoS.A.Spanishbootleg)|小蜜蜂(RecreativosFrancoS.A.西班牙A版)
galaxrfgg.zip|GalaxianGrowingGalaxip/GalaxianNaveCreciente(Re|小蜜蜂增长型(RecreativosFrancoS.A.西班牙A版)
galaxyfg.zip|GalaxyFight-UniversalWarriors|银河快打-宇宙战士
galaxygn.zip|GalaxyGunners|星系炮火
galemp.zip|GalaxyEmpire(bootleg?)|银河帝国(A版?)
galhustl.zip|GalsHustler|加尔斯台球
galivan.zip|CosmoPoliceGalivan(12/26/1985)|宇宙刑警加里维(12/26/1985)
galivan2.zip|CosmoPoliceGalivan(12/16/1985)|宇宙刑警加里维(12/16/1985)
galivan3.zip|CosmoPoliceGalivan(12/11/1985)|宇宙刑警加里维(12/11/1985)
gallag.zip|Gallag|大蜜蜂
gallop.zip|Gallop-ArmedpoliceUnit(Japan)|雷驰-武装警察(日版)
galmedes.zip|Galmedes(Japan)|高米达斯星战(日版)
galturbo.zip|GalaxianTurbo(superghack)|小蜜蜂极速版(超级小蜜蜂修改版)
ganbare.zip|Ganbare!MarineKun(Marine2K0411JPN)|加油!马林君(日籍舰艇2K0411)
gangonta.zip|Ganbare!Gonta!!2/PartyTime:GontatheDiverII(J|潜水摄影2(日版)
gangwars.zip|GangWars|帮派战争
gangwarsb.zip|GangWars(bootleg)|帮派战争(A版)
gangwarsj.zip|GangWars(Japan)|帮派战争(日版)
gangwarsu.zip|GangWars(US)|帮派战争(美版)
ganryu.zip|Ganryu/MusashiGanryuki|武藏严流记
gaplusa.zip|Gaplus(GP2)|大蜜蜂加强版(GP2)
gaplusd.zip|Gaplus(GP2revD-alternatehardware)|大蜜蜂加强版(GP2修正版D-硬件替换版)
gardia.zip|Gardia(317-0006)|加尔迪亚(317-0006)
garogun.zip|GarogunSeroyang(Korea)|韩语问答(韩版)
garoubl.zip|Garou-MarkoftheWolves(bootleg)|饿狼传说-狼之烙印(A版)
garouh.zip|Garou-MarkoftheWolves(NGM-2530)(NGH-2530)|饿狼传说-狼之烙印(NGM-2530)(NGH-2530)
garoup.zip|Garou-MarkoftheWolves(prototype)|饿狼传说-狼之烙印(工程版)
garuka.zip|Garuka(Japanver.W)|饿流祸(日版版本W)
garyoret.zip|GaryoRetsuden(Japan)|卧龙列传(日版)
gatedoom.zip|GateofDoom(USrevision4)|暗黑封印-毁灭之门(美版修正版4)
gatedoom1.zip|GateofDoom(USrevision1)|暗黑封印-毁灭之门(美版修正版1)
gberet.zip|GreenBeret|绿色兵团
gberetb.zip|GreenBeret(bootleg)|绿色兵团(A版)
gblchmp.zip|GlobalChampion(Ver2.1A1994/07/29)|世界冠军(版本2.1A1994/07/29)
gdfs.zip|MobilSuitGundamFinalShooting(Japan)|机动战士高达终极射击(日版)
geebeea.zip|GeeBee(UK)|吉蜂弹珠台(英国版)
geebeeb.zip|GeeBee(Europe)|吉蜂弹珠台(欧版)
gemini.zip|GeminiWing(Japan)|双子之翼(日版)
geminib.zip|GeminiWing(World-bootleg)|双子之翼(世界版-A版)
genix.zip|GenixFamily|魔鬼气泡牛仔版
genpeitd.zip|GenpeiToumaDen|源平讨魔传
gensitou.zip|Genshi-Tou1930's(Japan)|原始岛(日版)
getstarb1.zip|GetStar(bootleg-set1)|星球守护者(A版-第1套)
getstarb2.zip|GetStar(bootleg-set2)|星球守护者(A版-第2套)
getstarj.zip|GetStar(Japan)|星球守护者(日版)
gfire2.zip|GoldenFireII|黄金火焰棋II
ghostb.zip|TheRealGhostbusters(US2Players-revision2)|真捉鬼敢死队(美版2人版-修正版2)
ghostb2a.zip|TheRealGhostbusters(US2Players)|真捉鬼敢死队(美版2人版)
ghostb3.zip|TheRealGhostbusters(US3Players)|真捉鬼敢死队(美版3人版)
ghostlop.zip|Ghostlop(prototype)|鬼精灵投球手(工程版)
ghostmun.zip|GhostMuncher|躲鬼精灵
ghouls.zip|Ghouls'nGhosts(World)|大魔界村(世界版)
ghoulsu.zip|Ghouls'nGhosts(US)|大魔界村(美版)
gigandes.zip|Gigandes|潜艇卫星
gigandesa.zip|Gigandes(earlier)|潜艇卫星(早期版)
gigas.zip|Gigas(MC-8123-317-5002)|打砖块战斗台(MC-8123-317-5002)
gigasb.zip|Gigas(bootleg)|打砖块战斗台(A版)
gigasm2b.zip|GigasMarkII|打砖块战斗台II
gijoe.zip|G.I.Joe(World-EAB-set1)|特种部队(世界版-EAB-第1套)
gijoea.zip|G.I.Joe(Asia-AA)|特种部队(亚洲版-AA)
gijoej.zip|G.I.Joe(Japan-JAA)|特种部队(日版-JAA)
gijoeu.zip|G.I.Joe(US-UAB)|特种部队(美版-UAB)
ginganin.zip|GingaNinkyouDen(set1)|银河任侠传(第1套)
ginganina.zip|GingaNinkyouDen(set2)|银河任侠传(第2套)
ginkun.zip|GanbareGinkun|前代末间大爆笑
gmgalax.zip|GhostmuncherGalaxian(bootleg)|咀嚼幽灵(A版)
gng.zip|Ghosts'nGoblins(World?set1)|魔界村(世界版?第1套)
gnga.zip|Ghosts'nGoblins(World?set2)|魔界村(世界版?第2套)
gngbl.zip|Ghosts'nGoblins(bootlegwithCross)|魔界村(含十字架A版)
gngbla.zip|Ghosts'nGoblins(bootleg-harder)|魔界村(A版-较难)
gngblita.zip|Ghosts'nGoblins(Italianbootleg-harder)|魔界村(意大利A版-较难)
gngc.zip|Ghosts'nGoblins(WorldRevisionC)|魔界村(世界版修正版C)
gngprot.zip|Ghosts'nGoblins(prototype)|魔界村(工程版)
gngt.zip|Ghosts'nGoblins(US)|魔界村(美版)
goalx3.zip|Goal!Goal!Goal!|射门!射门!射门!
gogold.zip|GoForTheGold(Japan)|夺金赛(日版)
gogomile.zip|Susume!MileSmile/GoGo!MileSmile(newer)|鸡蛋小子向前冲(较新版)
gogomileo.zip|Susume!MileSmile/GoGo!MileSmile(older)|鸡蛋小子向前冲(较旧版)
goldnaxe.zip|GoldenAxe(set6-US-8751317-123A)|战斧(第6套-美版-8751317-123A)
goldnaxe1.zip|GoldenAxe(set1-World-FD1094317-0110)|战斧(第1套-世界版-FD1094317-0110)
goldnaxe1d.zip|GoldenAxe(set1-World-FD1094317-0110decrypted)|战斧(第1套-世界版-FD1094317-0110解密版)
goldnaxe2.zip|GoldenAxe(set2-US-8751317-0112)|战斧(第2套-美版-8751317-0112)
goldnaxe3.zip|GoldenAxe(set3-World-FD1094317-0120)|战斧(第3套-世界版-FD1094317-0120)
goldnaxe3d.zip|GoldenAxe(set3-World-FD1094317-0120decrypted)|战斧(第3套-世界版-FD1094317-0120解密版)
goldnaxej.zip|GoldenAxe(set4-Japan-FD1094317-0121)|战斧(第4套-日版-FD1094317-0121)
goldnaxejd.zip|GoldenAxe(set4-Japan-FD1094317-0121decrypted)|战斧(第4套-日版-FD1094317-0121解密版)
goldnaxeu.zip|GoldenAxe(set5-US-FD1094317-0122)|战斧(第5套-美版-FD1094317-0122)
goldnaxeud.zip|GoldenAxe(set5-US-FD1094317-0122decrypted)|战斧(第5套-美版-FD1094317-0122解密版)
gorkans.zip|Gorkans|吃线汽车
gotcha.zip|Got-chaMiniGameFestival|多彩迷你游戏节
gowcaizr.zip|VoltageFighter-Gowcaizer/ChoujinGakuenGowcaizer|超人学园钢帝王
gradius.zip|Gradius(Japan-ROMversion)|宇宙巡航机(日版-ROM版)
gradius2.zip|GradiusII-GOFERnoYabou(JapanNewver.)|宇宙巡航机II-高弗的野望(日版新版)
gradius2a.zip|GradiusII-GOFERnoYabou(JapanOldver.)|宇宙巡航机II-高弗的野望(日版旧版)
gradius2b.zip|GradiusII-GOFERnoYabou(JapanOlderver.)|宇宙巡航机II-高弗的野望(日版较旧版)
gradius3a.zip|GradiusIII(Asia)|宇宙巡航机III(亚洲版)
gradius3j.zip|GradiusIII(Japan-programcodeS)|宇宙巡航机III(日版-程序代码S)
gradius3js.zip|GradiusIII(Japan-programcodeS-split)|宇宙巡航机III(日版-程序代码S-分离版)
grdian.zip|Guardian|星球守护者
grdians.zip|Guardians0DenjinMakaiII|电神魔傀II
grindstm.zip|GrindStormer|飞鹰风暴
grindstma.zip|GrindStormer(olderset)|飞鹰风暴(较旧版)
grobda.zip|Grobda(NewVer.)|疯狂坦克战(新版本)
grobda2.zip|Grobda(OldVer.set1)|疯狂坦克战(旧版本第1套)
grobda3.zip|Grobda(OldVer.set2)|疯狂坦克战(旧版本第2套)
growl.zip|Growl(World-Rev1)|咆哮如雷(世界版-修正版1)
gryzor.zip|Gryzor(Set1)|魂斗罗(第1套)
gryzor1.zip|Gryzor(Set2)|魂斗罗(第2套)
gteikoku.zip|GingateikokuNoGyakushu|银河帝国的反击
gtmr.zip|1000Miglia:Great1000MilesRally(94/07/18)|1000英里大师拉力赛(94/07/18)
gtmr2.zip|MilleMiglia2:Great1000MilesRally(95/05/24)|1000英里大师拉力赛2(95/05/24)
gtmr2a.zip|MilleMiglia2:Great1000MilesRally(95/04/04)|1000英里大师拉力赛2(95/04/04)
gtmr2u.zip|Great1000MilesRally2USA(95/05/18)|1000英里大师拉力赛2(95/05/18)
gtmra.zip|1000Miglia:Great1000MilesRally(94/06/13)|1000英里大师拉力赛(94/06/13)
gtmrb.zip|1000Miglia:Great1000MilesRally(94/05/26)|1000英里大师拉力赛(94/05/26)
gtmre.zip|Great1000MilesRally:EvolutionModel!!!(94/09/06)|1000英里大师拉力赛-进化模式(94/09/06)
gtmro.zip|1000Miglia:Great1000MilesRally(94/05/10)|1000英里大师拉力赛(94/05/10)
gtmrusa.zip|Great1000MilesRally:U.S.AVersion!(94/09/06)|1000英里大师拉力赛-美国版(94/09/06)
gulfstrm.zip|GulfStorm(set1)|海湾风暴(第1套)
gulfstrma.zip|GulfStorm(set2)|海湾风暴(第2套)
gulfstrmb.zip|GulfStorm(set3)|海湾风暴(第3套)
gulfstrmk.zip|GulfStorm(Korea)|海湾风暴(韩版)
gulfstrmm.zip|GulfStorm(MediaShoji)|海湾风暴(MediaShoji)
gulfwar2.zip|GulfWarII(set1)|海湾战争II(第1套)
gulfwar2a.zip|GulfWarII(set2)|海湾战争II(第2套)
gunball.zip|GunBall(Japan)|地狱英雄弹珠门(日版)
gundamex.zip|MobileSuitGundamEXRevue|机动战士高达格斗战记
gundhara.zip|Gundhara|铳弹岚
gundharac.zip|Gundhara(Chinese-bootleg?)|铳弹岚(中文版-A版?)
gundl94.zip|GunDealer'94|机枪发牌人'94
gunfront.zip|Gun&Frontier(World)|枪之国度(世界版)
gunfrontj.zip|GunFrontier(Japan)|枪之国度(日版)
gunmast.zip|GunMaster|枪火大师
gunsmoke.zip|Gun.Smoke(World-851115)|荒野大镖客(世界版-851115)
gunsmokeb.zip|Gun.Smoke(World-851115)(bootleg)|荒野大镖客(世界版-851115)(A版)
gunsmokej.zip|Gun.Smoke(Japan-851115)|荒野大镖客(日版-851115)
gunsmokeu.zip|Gun.Smoke(US-860408)|荒野大镖客(美版-860408)
gunsmokeua.zip|Gun.Smoke(US-851115-set1)|荒野大镖客(美版-851115-第1套)
gunsmokeub.zip|Gun.Smoke(US-851115-set2)|荒野大镖客(美版-851115-第2套)
gururin.zip|Gururin|方块小人
gussun.zip|GussunOyoyo(Japan)|冒险大挑战(日版)
gutangtn.zip|GuttangGottong|轨道拼图
guzzler.zip|Guzzler|水精灵
gwar.zip|GuerrillaWar(US)|游击战(美版)
gwara.zip|GuerrillaWar(Version1)|游击战(版本1)
gwarb.zip|GuerrillaWar(Joystickhackbootleg)|游击战(操纵杆修改版A版)
gwarj.zip|Guevara(Japan)|古巴战士格瓦拉(日版)
gwarrior.zip|GalacticWarriors|银河勇士
gyrodine.zip|Gyrodine|战斗直升机
gyrodinet.zip|Gyrodine(TaitoCorporationlicense)|战斗直升机(Taito公司授权)
gyruss.zip|Gyruss(Konami)|太空射击战(Konami)
gyrussb.zip|Gyruss(bootleg)|太空射击战(A版)
gyrussce.zip|Gyruss(Centuri)|太空射击战(Centuri)
hachamfb.zip|HachaMechaFighter(19thSep.1991-unprotected-boot|糊涂飞行员(19thSep.1991-无保护版-A版雷龙转换版)
hachoo.zip|Hachoo!|破兆
hal21.zip|HAL21|骇物21
hal21j.zip|HAL21(Japan)|骇物21(日版)
halfway.zip|HalfwayToHell:ProgearRedLabel(2016-1-17Redlabe|半途地狱-能源之岚红标(2016-1-17红标版)
hangly.zip|Hangly-Man(set1)|小精灵(第1套)
hangly2.zip|Hangly-Man(set2)|小精灵(第2套)
hangly3.zip|Hangly-Man(set3)|小精灵(第3套)
happy6.zip|Happy6-in-1(V102-V101MK-China)|欢乐六合一(V102-V101MK-中国版)
happy6101.zip|Happy6-in-1(V101-V100MK-China)|欢乐六合一(V101-V100MK-中国版)
hardhea2.zip|HardHead2(v2.0)|铁头小子2(v2.0)
hardhead.zip|HardHead|铁头小子
hasamu.zip|Hasamu(Japan)|霸沙梦(日版)
